Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn,City,Contract,Country,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Under 30,Unlimited Data,Zip Code
50,19,12.49,0,Villa Park,Month-to-Month,United States,1,0,Male,1,DSL,33.817473,-117.810462,1,54.45,1,2,6,,0,1,1,1,Bank Withdrawal,1,5935,0,Q3,1,4,0,California,0,0,0,30,0,374.7,0.0,0,1,92861
39,0,9.66,0,Long Beach,Month-to-Month,United States,1,0,Female,0,,33.864622,-118.179626,1,20.65,0,1,7,,0,0,0,1,Credit Card,1,91664,0,Q3,1,3,0,California,0,0,0,34,0,328.44,0.0,0,0,90805
41,8,40.34,0,Bridgeport,One Year,United States,0,1,Female,1,Fiber Optic,38.184583,-119.286558,0,90.05,0,0,0,Offer B,0,0,1,0,Credit Card,1,826,1,Q3,0,3,0,California,0,0,1,63,0,2541.42,0.0,0,1,93517
31,24,37.99,0,Marina Del Rey,Month-to-Month,United States,0,0,Male,1,Fiber Optic,33.977468,-118.445475,0,105.35,1,0,0,,0,1,1,0,Credit Card,1,18058,1,Q3,0,3,0,California,1,1,1,56,0,2127.44,0.0,0,1,90292
29,0,7.57,0,Northridge,Month-to-Month,United States,1,0,Male,0,,34.236683,-118.517588,0,20.75,0,1,0,,0,0,0,0,Credit Card,1,32307,0,Q3,0,5,0,California,0,0,0,1,0,7.57,0.0,1,0,91325
64,26,29.3,1,Trabuco Canyon,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.631119,-117.567346,0,86.3,0,0,0,,1,0,1,0,Bank Withdrawal,1,32268,0,Q3,0,2,0,California,1,1,0,14,10,410.2,0.0,0,0,92679
40,11,48.63,0,Grass Valley,Month-to-Month,United States,0,0,Female,1,Cable,39.194539,-120.988066,0,54.4,1,0,0,,0,1,0,0,Bank Withdrawal,1,23990,0,Q3,0,3,0,California,0,0,0,23,0,1118.49,0.0,0,1,95945
31,24,22.41,0,Del Rey,Month-to-Month,United States,1,0,Male,1,Fiber Optic,36.657462,-119.595293,0,99.15,0,1,0,Offer B,1,0,1,0,Credit Card,1,1965,1,Q3,0,5,0,California,1,1,1,64,0,1434.24,0.0,0,1,93616
71,5,4.59,0,Catheys Valley,One Year,United States,0,0,Male,1,Fiber Optic,37.394411,-120.127262,1,94.3,1,0,1,,1,0,1,1,Bank Withdrawal,1,986,1,Q3,1,3,1,California,0,0,1,43,0,197.37,0.0,0,1,95306
19,59,0.0,0,La Crescenta,Month-to-Month,United States,0,0,Male,1,DSL,34.239636,-118.245259,0,30.4,0,0,0,,0,0,0,0,Bank Withdrawal,0,29110,1,Q3,0,4,0,California,0,0,0,3,0,0.0,0.0,1,1,91214
55,8,35.58,1,Murrieta,Month-to-Month,United States,0,1,Male,1,Fiber Optic,33.581045,-117.14719,0,104.8,1,0,0,,0,0,0,0,Bank Withdrawal,1,18311,1,Q3,0,1,0,California,1,1,1,40,0,1423.2,0.0,0,1,92563
71,5,0.0,0,Ferndale,Two Year,United States,0,0,Female,1,Cable,40.4785,-124.301372,0,46.35,0,0,0,,0,0,1,0,Bank Withdrawal,0,2965,0,Q3,0,4,1,California,1,1,1,14,0,0.0,0.0,0,1,95536
60,0,47.07,0,Santa Margarita,Two Year,United States,0,0,Female,0,,35.303926,-120.256567,0,20.6,0,0,0,Offer B,0,0,0,0,Credit Card,1,2687,0,Q3,0,3,0,California,0,0,0,60,0,2824.2,0.0,0,0,93453
75,8,33.49,1,Visalia,One Year,United States,0,0,Female,1,Fiber Optic,36.303793,-119.375646,1,101.5,1,0,0,Offer B,1,0,1,1,Credit Card,1,44741,0,Q3,0,2,1,California,1,1,1,54,0,1808.46,0.0,0,1,93277
43,6,0.0,0,Santa Margarita,Two Year,United States,0,1,Male,1,DSL,35.303926,-120.256567,0,61.2,0,0,0,,0,1,1,0,Credit Card,0,2687,1,Q3,0,3,0,California,1,1,1,72,0,0.0,0.0,0,1,93453
69,0,37.09,0,San Jose,Two Year,United States,1,0,Male,0,,37.277592,-121.986477,1,24.4,1,1,9,,0,0,1,1,Bank Withdrawal,1,13481,0,Q3,1,3,1,California,0,0,0,64,0,2373.76,0.0,0,0,95130
52,20,24.73,0,Garden Grove,Month-to-Month,United States,0,1,Male,1,Fiber Optic,33.766476,-117.969795,0,84.3,0,0,0,Offer C,1,1,1,0,Credit Card,1,23481,0,Q3,0,4,0,California,0,0,0,30,130,741.9,0.0,0,0,92844
68,25,0.0,1,Davenport,Month-to-Month,United States,0,0,Male,1,DSL,37.114335,-122.237162,1,36.5,0,0,1,Offer C,0,0,0,1,Bank Withdrawal,0,857,0,Q3,1,1,1,California,1,0,0,27,30,0.0,0.0,0,0,95017
58,8,34.18,0,French Gulch,Month-to-Month,United States,0,0,Male,1,Fiber Optic,40.740138,-122.587476,0,80.55,1,0,0,,1,0,1,0,Credit Card,1,373,0,Q3,0,4,0,California,0,0,0,16,0,546.88,0.0,0,1,96033
58,12,47.83,1,Wheatland,Month-to-Month,United States,0,1,Male,1,DSL,39.043387,-121.409837,0,62.05,1,0,0,Offer E,0,0,0,0,Mailed Check,1,3600,1,Q3,0,2,0,California,0,0,0,1,10,47.83,0.0,0,0,95692
69,15,30.87,1,San Diego,Month-to-Month,United States,0,0,Male,1,Fiber Optic,32.85723,-117.209774,0,76.1,1,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,34902,0,Q3,0,2,1,California,0,0,0,24,0,740.88,0.0,0,1,92122
67,18,30.8,1,Wheatland,Month-to-Month,United States,0,0,Male,1,Fiber Optic,39.043387,-121.409837,0,84.4,1,0,0,,0,0,1,0,Credit Card,1,3600,0,Q3,0,2,1,California,1,0,0,9,0,277.2,0.0,0,1,95692
24,27,8.79,0,Irvine,One Year,United States,0,1,Female,1,Cable,33.716136,-117.752574,1,58.45,0,0,8,Offer C,1,1,1,1,Credit Card,1,26419,0,Q3,1,4,0,California,0,0,0,33,0,290.07,0.0,1,1,92620
47,14,0.0,0,San Jose,One Year,United States,0,1,Male,1,DSL,37.343827,-121.883119,0,35.3,0,0,0,,0,1,0,0,Credit Card,0,52334,0,Q3,0,4,0,California,0,0,0,7,0,0.0,0.0,0,1,95112
74,22,32.92,0,Redwood City,One Year,United States,0,1,Female,1,Fiber Optic,37.410567,-122.297152,0,110.8,1,0,0,,1,1,1,0,Bank Withdrawal,1,25569,1,Q3,0,3,1,California,1,1,1,35,110,1152.2,0.0,0,0,94062
69,5,11.63,0,Moorpark,One Year,United States,0,1,Female,1,Fiber Optic,34.312945,-118.858169,0,102.85,1,0,0,Offer A,0,0,1,0,Credit Card,1,32984,1,Q3,0,3,1,California,1,0,1,66,60,767.58,0.0,0,0,93021
28,0,5.02,0,Sacramento,Month-to-Month,United States,0,0,Female,0,,38.542532,-121.378826,0,19.1,0,0,0,,0,0,0,0,Mailed Check,1,38818,0,Q3,0,5,0,California,0,0,0,1,0,5.02,0.0,1,0,95826
64,21,3.47,0,Fairfax,One Year,United States,1,1,Female,1,Fiber Optic,37.971751,-122.611873,1,84.8,0,3,5,,1,1,0,1,Bank Withdrawal,1,8486,0,Q3,1,4,0,California,0,0,0,67,0,232.49,0.0,0,1,94930
49,0,15.87,0,Piru,Two Year,United States,0,0,Female,0,,34.432843,-118.730106,0,19.7,0,0,0,,0,0,0,0,Credit Card,1,1459,0,Q3,0,5,0,California,0,0,0,20,0,317.4,0.0,0,0,93040
62,27,15.59,0,Gonzales,Month-to-Month,United States,0,0,Female,1,Cable,36.52588,-121.396719,0,44.6,0,0,0,,0,0,0,0,Bank Withdrawal,1,9023,0,Q3,0,4,0,California,0,0,0,3,0,46.77,0.0,0,1,93926
43,56,31.86,0,Seaside,One Year,United States,1,1,Male,1,DSL,36.625114,-121.823565,1,78.75,1,3,7,,0,0,1,1,Credit Card,1,38244,1,Q3,1,4,0,California,1,1,1,53,0,1688.58,0.0,0,1,93955
41,27,27.28,1,Anaheim,Month-to-Month,United States,0,0,Male,1,Fiber Optic,33.818,-117.974404,0,70.0,0,0,0,,0,0,1,0,Bank Withdrawal,1,81333,0,Q3,0,1,0,California,0,0,0,10,0,272.8,0.0,0,1,92804
74,26,27.68,0,Palomar Mountain,One Year,United States,0,1,Female,1,Fiber Optic,33.309852,-116.823091,1,100.5,1,0,3,,0,0,1,1,Credit Card,1,234,0,Q3,1,5,1,California,1,0,1,60,0,1660.8,0.0,0,1,92060
79,0,4.99,0,Granite Bay,Two Year,United States,0,0,Male,0,,38.749466,-121.184196,0,20.05,0,0,0,,0,0,1,0,Bank Withdrawal,1,20675,0,Q3,0,4,1,California,0,0,0,64,0,319.36,0.0,0,0,95746
64,8,0.0,0,Redcrest,Two Year,United States,0,1,Female,1,DSL,40.363446,-123.835041,1,56.05,0,0,2,,1,1,0,1,Credit Card,0,400,1,Q3,1,4,0,California,0,0,1,10,0,0.0,0.0,0,1,95569
72,15,34.51,1,Hermosa Beach,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.86532,-118.396336,0,69.6,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,18693,0,Q3,0,1,1,California,0,0,0,1,0,34.51,0.0,0,1,90254
51,0,2.83,0,Old Station,Two Year,United States,1,0,Female,0,,40.656287,-121.428965,0,26.0,1,3,0,Offer B,0,0,0,0,Bank Withdrawal,1,182,0,Q3,0,3,0,California,0,0,0,62,0,175.46,0.0,0,0,96071
55,0,3.87,0,Wendel,Two Year,United States,1,0,Male,0,,40.345949,-120.081187,1,20.05,0,1,4,,0,0,0,1,Credit Card,1,162,0,Q3,1,4,0,California,0,0,0,20,0,77.4,0.0,0,0,96136
73,18,11.01,0,Fullerton,Two Year,United States,0,0,Female,1,Cable,33.902211,-117.914922,0,51.3,0,0,0,,1,0,1,0,Credit Card,1,21157,0,Q3,0,4,1,California,0,0,0,7,0,77.07,0.0,0,1,92835
66,27,27.35,1,San Jacinto,Month-to-Month,United States,0,1,Female,1,Fiber Optic,33.796568,-116.924723,0,84.85,0,0,0,,0,0,1,0,Credit Card,1,21349,0,Q3,0,1,1,California,0,0,1,5,20,136.75,0.0,0,0,92583
34,23,31.68,0,Stockton,Month-to-Month,United States,0,0,Female,1,Cable,37.974498,-121.319568,0,48.85,0,0,0,,1,0,0,0,Bank Withdrawal,1,30476,0,Q3,0,5,0,California,0,0,0,15,0,475.2,0.0,0,1,95204
61,21,23.02,0,Sacramento,Two Year,United States,1,1,Female,1,Cable,38.584505,-121.491956,1,59.8,1,3,9,,1,0,1,1,Bank Withdrawal,1,16599,0,Q3,1,5,0,California,0,0,0,54,0,1243.08,0.0,0,1,95814
55,30,28.04,1,Placentia,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.881158,-117.854783,1,78.8,0,0,1,Offer E,0,0,0,1,Bank Withdrawal,1,48170,0,Q3,1,3,0,California,0,0,1,1,0,28.04,0.0,0,1,92870
52,15,37.8,1,Jackson,Month-to-Month,United States,0,1,Male,1,Fiber Optic,38.336216,-120.76901,1,94.7,0,0,7,,0,0,1,1,Credit Card,1,6202,0,Q3,1,2,0,California,1,1,1,22,0,831.6,0.0,0,1,95642
56,16,46.74,1,Chino,Month-to-Month,United States,0,1,Female,1,Fiber Optic,33.990646,-117.663025,0,111.1,1,0,0,,1,0,0,0,Bank Withdrawal,1,75319,1,Q3,0,1,0,California,1,1,1,54,50,2523.96,0.0,0,0,91710
70,7,14.48,0,Bakersfield,Two Year,United States,0,1,Male,1,Fiber Optic,35.383937,-119.020428,1,105.35,0,0,2,Offer A,1,1,0,1,Credit Card,1,12963,0,Q3,1,4,1,California,1,1,1,70,0,1013.6,0.0,0,1,93301
38,56,42.71,1,Lomita,Month-to-Month,United States,1,0,Female,1,DSL,33.794209,-118.317354,1,56.5,0,3,5,,1,0,0,1,Credit Card,1,21065,1,Q3,1,2,0,California,0,0,0,4,0,170.84,0.0,0,1,90717
28,41,9.79,1,Riverside,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.890046,-117.455583,1,74.4,0,0,1,,0,1,1,1,Bank Withdrawal,1,71678,0,Q3,1,1,0,California,0,0,0,2,0,19.58,0.0,1,1,92503
52,57,0.0,0,Santa Barbara,One Year,United States,1,0,Female,1,DSL,34.419203,-119.710008,0,40.25,0,5,0,Offer D,1,1,0,0,Credit Card,0,31727,1,Q3,0,3,0,California,0,0,0,10,30,0.0,17.96,0,0,93101
69,4,12.86,1,Rancho Cucamonga,Month-to-Month,United States,0,1,Female,1,Fiber Optic,34.245289,-117.642503,0,88.85,1,0,0,,0,0,1,0,Bank Withdrawal,1,23079,0,Q3,0,3,1,California,1,0,0,4,0,51.44,0.0,0,1,91737
56,15,4.24,0,Rodeo,Two Year,United States,0,1,Female,1,Fiber Optic,38.027218,-122.23463,1,80.3,0,0,9,Offer B,0,1,0,1,Bank Withdrawal,1,8506,0,Q3,1,3,0,California,0,0,0,56,0,237.44,0.0,0,1,94572
40,27,24.71,0,San Francisco,One Year,United States,1,1,Female,1,Fiber Optic,37.801776,-122.402293,1,94.4,1,2,4,Offer B,1,0,0,1,Bank Withdrawal,1,3337,0,Q3,1,5,0,California,1,1,0,44,40,1087.24,0.0,0,0,94111
26,71,3.27,1,San Diego,Month-to-Month,United States,0,0,Female,1,Cable,32.886925,-117.152162,0,64.75,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,74232,0,Q3,0,1,0,California,1,1,1,37,0,120.99,0.0,1,1,92126
71,23,47.66,1,Boulder Creek,Month-to-Month,United States,0,0,Male,1,Fiber Optic,37.171727,-122.142961,0,88.95,1,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,10520,0,Q3,0,2,1,California,0,0,1,25,0,1191.5,0.0,0,1,95006
69,27,43.99,1,San Diego,Month-to-Month,United States,0,0,Male,1,DSL,32.961064,-117.134917,0,49.25,0,0,0,,0,1,1,0,Bank Withdrawal,1,47224,0,Q3,0,2,1,California,0,0,0,2,0,87.98,0.0,0,1,92129
73,3,42.1,1,Torrance,Month-to-Month,United States,0,1,Male,1,Fiber Optic,33.840399,-118.353714,1,100.6,1,0,1,Offer B,0,0,0,1,Bank Withdrawal,1,41979,0,Q3,1,1,1,California,1,0,1,57,0,2399.7,0.0,0,1,90503
56,0,44.05,0,Belvedere Tiburon,One Year,United States,0,0,Female,0,,37.885629,-122.46858,0,19.3,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,13065,0,Q3,0,3,0,California,0,0,0,16,0,704.8,0.0,0,0,94920
50,24,2.52,1,Hood,One Year,United States,0,1,Male,1,Fiber Optic,38.375325,-121.507935,0,104.05,0,0,0,,1,0,1,0,Bank Withdrawal,1,213,1,Q3,0,3,0,California,1,1,1,69,0,173.88,0.0,0,1,95639
62,11,39.72,0,Mcarthur,One Year,United States,0,0,Female,1,DSL,41.10831,-121.360362,1,65.2,1,0,1,Offer B,0,1,0,1,Bank Withdrawal,1,1554,0,Q3,1,3,0,California,0,0,1,56,0,2224.32,0.0,0,1,96056
34,21,43.26,1,Lake Hughes,Month-to-Month,United States,0,1,Female,1,Fiber Optic,34.659579,-118.584212,0,94.85,1,0,0,,1,0,1,0,Bank Withdrawal,1,2771,0,Q3,0,3,0,California,1,1,0,10,0,432.6,0.0,0,1,93532
37,13,18.31,1,Novato,One Year,United States,0,0,Female,1,Fiber Optic,38.067204,-122.524004,1,90.1,0,0,1,,0,0,1,1,Bank Withdrawal,1,13361,0,Q3,1,3,0,California,1,1,1,28,0,512.68,0.0,0,1,94949
21,0,42.11,0,Cotati,One Year,United States,1,0,Female,0,,38.326215,-122.718742,1,19.1,0,1,8,,0,0,0,1,Credit Card,1,7936,0,Q3,1,4,0,California,0,0,0,61,0,2568.71,0.0,1,0,94931
42,30,0.0,1,Smith River,Month-to-Month,United States,0,0,Male,1,DSL,41.950683,-124.097094,0,33.9,0,0,0,,0,0,1,0,Credit Card,0,2020,0,Q3,0,1,0,California,1,1,0,10,0,0.0,0.0,0,1,95567
58,0,42.46,0,Stockton,Month-to-Month,United States,1,0,Female,0,,38.029729,-121.387999,1,20.35,0,3,9,,0,0,0,1,Credit Card,1,19109,0,Q3,1,4,0,California,0,0,0,20,0,849.2,0.0,0,0,95219
25,69,5.49,0,Tulelake,One Year,United States,0,1,Male,1,DSL,41.813521,-121.492666,0,81.25,1,0,0,,1,1,0,0,Bank Withdrawal,1,2595,1,Q3,0,3,0,California,0,0,1,64,40,351.36,0.0,1,0,96134
62,24,34.02,0,Burbank,Month-to-Month,United States,0,0,Male,1,DSL,34.174215,-118.345928,0,54.3,1,0,0,Offer E,1,0,0,0,Bank Withdrawal,1,29245,0,Q3,0,5,0,California,0,0,0,1,10,34.02,0.0,0,0,91505
28,41,43.77,0,Anaheim,Month-to-Month,United States,0,0,Male,1,DSL,33.807864,-117.923782,0,44.8,0,0,0,Offer E,0,0,1,0,Credit Card,1,45086,0,Q3,0,4,0,California,0,1,0,4,0,175.08,0.0,1,1,92802
62,7,1.72,0,Lake Isabella,Two Year,United States,0,1,Female,1,Cable,35.607875,-118.466318,1,93.25,1,0,2,Offer A,1,1,1,1,Bank Withdrawal,1,5564,1,Q3,1,3,0,California,1,1,1,72,0,123.84,0.0,0,1,93240
55,23,5.0,0,Santa Ana,One Year,United States,0,1,Female,1,Cable,33.765893,-117.881533,0,64.9,0,0,0,,0,0,0,0,Credit Card,1,37879,1,Q3,0,3,0,California,1,1,0,11,0,55.0,0.0,0,1,92706
32,25,38.51,1,Stockton,Month-to-Month,United States,0,0,Female,1,Fiber Optic,38.029729,-121.387999,0,95.15,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,19109,0,Q3,0,2,0,California,1,1,1,2,0,77.02,0.0,0,1,95219
35,0,40.2,0,Mather,Month-to-Month,United States,1,0,Male,0,,38.549822,-121.266725,1,19.85,0,3,1,Offer D,0,0,1,1,Credit Card,1,929,0,Q3,1,4,0,California,0,0,0,13,0,522.6,0.0,0,0,95655
25,52,24.33,0,Mill Creek,Month-to-Month,United States,1,0,Male,1,Fiber Optic,40.331975,-121.460674,1,92.55,0,2,5,,1,0,1,1,Bank Withdrawal,1,78,1,Q3,1,3,0,California,0,0,1,53,0,1289.49,0.0,1,1,96061
73,18,44.54,0,Oakland,One Year,United States,0,0,Male,1,Fiber Optic,37.758019,-122.138678,1,93.55,0,0,10,,1,1,1,1,Bank Withdrawal,1,42854,1,Q3,1,4,1,California,1,0,0,33,0,1469.82,0.0,0,1,94605
48,26,12.02,0,Wendel,Two Year,United States,0,1,Male,1,Cable,40.345949,-120.081187,1,87.1,1,0,5,,1,1,1,1,Bank Withdrawal,1,162,1,Q3,1,3,0,California,1,1,1,72,0,865.44,0.0,0,1,96136
42,0,1.75,0,Los Angeles,One Year,United States,0,0,Female,0,,34.051809,-118.383843,1,19.2,0,0,10,Offer C,0,0,0,1,Credit Card,1,27799,0,Q3,1,3,0,California,0,0,0,26,0,45.5,0.0,0,0,90035
66,19,13.51,0,Santa Ynez,One Year,United States,0,0,Male,1,Fiber Optic,34.630356,-120.032564,0,79.35,1,0,0,,1,0,1,0,Bank Withdrawal,1,5710,0,Q3,0,4,1,California,0,0,0,42,0,567.42,0.0,0,1,93460
44,2,42.26,0,Long Beach,Month-to-Month,United States,0,1,Female,1,Cable,33.864622,-118.179626,0,49.7,0,0,0,,0,0,0,0,Credit Card,1,91664,0,Q3,0,5,0,California,0,0,0,23,150,971.98,0.0,0,0,90805
41,29,12.96,0,San Diego,Month-to-Month,United States,0,1,Female,1,DSL,32.741499,-117.127409,0,54.25,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,47689,1,Q3,0,4,0,California,0,0,0,10,0,129.6,0.0,0,1,92104
44,51,33.01,0,Midway City,Two Year,United States,1,1,Male,1,Fiber Optic,33.744439,-117.98588,1,110.3,1,4,10,,1,1,1,1,Bank Withdrawal,1,8660,0,Q3,1,3,0,California,1,1,1,72,0,2376.72,0.0,0,1,92655
50,12,31.22,0,Vista,Month-to-Month,United States,0,0,Female,1,DSL,33.17494,-117.242761,0,45.05,0,0,0,,0,0,1,0,Bank Withdrawal,1,62036,0,Q3,0,4,0,California,0,0,0,12,0,374.64,0.0,0,1,92083
57,30,45.35,0,Springville,One Year,United States,1,1,Male,1,Fiber Optic,36.245926,-118.693138,1,90.25,1,2,9,Offer B,0,0,0,1,Credit Card,1,3546,0,Q3,1,4,0,California,1,1,0,64,0,2902.4,0.0,0,1,93265
33,28,3.51,1,San Diego,Month-to-Month,United States,0,1,Female,1,Fiber Optic,32.825086,-117.199424,1,102.1,1,0,1,,0,0,1,1,Credit Card,1,51213,1,Q3,1,2,0,California,1,1,1,58,100,203.58,0.0,0,0,92117
42,3,2.5,0,Mountain Center,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.638645,-116.55783,0,105.45,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,1500,1,Q3,0,3,0,California,1,1,1,56,0,140.0,0.0,0,1,92561
21,0,13.27,0,San Francisco,Two Year,United States,0,0,Female,0,,37.74441,-122.486764,1,24.85,1,0,1,Offer A,0,0,0,1,Credit Card,1,42959,0,Q3,1,3,0,California,0,0,0,72,0,955.44,0.0,1,0,94116
47,26,0.0,0,Apple Valley,Month-to-Month,United States,0,1,Male,1,DSL,34.424926,-117.184503,0,49.2,0,0,0,Offer C,0,0,0,0,Bank Withdrawal,0,28819,0,Q3,0,4,0,California,1,1,1,35,0,0.0,0.0,0,1,92308
51,19,46.7,0,San Pedro,One Year,United States,0,1,Female,1,Fiber Optic,33.744119,-118.31448,0,107.75,1,0,0,Offer B,1,1,1,0,Bank Withdrawal,1,21279,0,Q3,0,3,0,California,1,1,1,58,0,2708.6,0.0,0,1,90732
27,82,36.69,0,Castroville,Month-to-Month,United States,0,0,Female,1,DSL,36.784481,-121.759054,1,55.3,0,0,8,,0,0,1,1,Credit Card,1,8582,0,Q3,1,3,0,California,0,0,1,1,0,36.69,0.0,1,1,95012
30,59,46.88,1,San Diego,Month-to-Month,United States,0,0,Male,1,Fiber Optic,32.825086,-117.199424,0,75.9,1,0,0,,0,0,1,0,Bank Withdrawal,1,51213,0,Q3,0,2,0,California,0,0,0,5,0,234.4,0.0,0,1,92117
68,21,10.53,0,Simi Valley,Two Year,United States,0,0,Female,1,DSL,34.296813,-118.685703,0,48.2,0,0,0,Offer E,0,1,1,0,Bank Withdrawal,1,49027,0,Q3,0,3,1,California,0,0,0,7,0,73.71,0.0,0,1,93063
40,57,46.1,0,Claremont,Two Year,United States,1,0,Male,1,Fiber Optic,34.127621,-117.717863,1,111.1,1,3,1,Offer B,1,1,1,1,Credit Card,1,34716,1,Q3,1,4,0,California,1,1,1,59,0,2719.9,0.0,0,1,91711
56,6,26.04,0,Yuba City,Two Year,United States,0,0,Female,1,Cable,39.02741,-121.614982,1,78.95,1,0,10,Offer A,1,0,1,1,Bank Withdrawal,1,34967,1,Q3,1,5,0,California,1,1,1,72,0,1874.88,0.0,0,1,95991
54,0,13.43,0,Castaic,Two Year,United States,1,0,Male,0,,34.506627,-118.699048,1,19.6,0,3,1,Offer E,0,0,0,1,Credit Card,1,22177,0,Q3,1,5,0,California,0,0,0,8,0,107.44,0.0,0,0,91384
27,0,16.04,1,Port Hueneme,Month-to-Month,United States,0,0,Female,0,,34.110124,-119.100972,0,20.0,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,25634,0,Q3,0,3,0,California,0,0,0,7,0,112.28,0.0,1,0,93041
30,47,0.0,0,Granada Hills,Two Year,United States,0,1,Male,1,Cable,34.291273,-118.505104,1,55.45,0,0,5,Offer A,1,1,1,1,Credit Card,0,48867,1,Q3,1,3,0,California,1,1,0,72,0,0.0,0.0,0,1,91344
52,25,47.59,0,Huntington Beach,One Year,United States,0,1,Female,1,DSL,33.679659,-118.016195,1,61.95,1,0,6,,0,0,1,1,Mailed Check,1,42663,1,Q3,1,5,0,California,0,0,0,17,0,809.03,0.0,0,1,92648
27,52,24.83,1,Fallbrook,Month-to-Month,United States,0,0,Female,1,Cable,33.362575,-117.299644,0,49.4,1,0,0,,0,0,1,0,Bank Withdrawal,1,42239,0,Q3,0,1,0,California,0,1,0,2,0,49.66,0.0,1,1,92028
42,0,30.91,1,Sacramento,Month-to-Month,United States,0,0,Male,0,,38.608405,-121.449942,0,23.15,1,0,0,,0,0,0,0,Credit Card,1,25355,0,Q3,0,1,0,California,0,0,0,11,0,340.01,0.0,0,0,95815
32,0,26.85,0,Bonita,Two Year,United States,1,0,Female,0,,32.67117,-117.00232,1,20.15,0,1,0,,0,0,1,1,Credit Card,1,17389,0,Q3,0,3,0,California,0,0,0,70,0,1879.5,0.0,0,0,91902
36,10,0.0,0,Los Angeles,Month-to-Month,United States,0,1,Male,1,Cable,33.973616,-118.24902,1,34.4,0,0,1,,0,1,0,1,Mailed Check,0,54492,0,Q3,1,3,0,California,0,0,0,17,0,0.0,0.0,0,1,90001
23,0,37.85,0,Roseville,Month-to-Month,United States,1,0,Male,0,,38.736685,-121.251984,0,20.05,0,1,0,,0,0,1,0,Credit Card,1,25173,0,Q3,0,4,0,California,0,0,0,3,0,113.55,0.0,1,0,95661
42,9,6.19,0,Irvine,Two Year,United States,0,1,Male,1,Fiber Optic,33.680302,-117.833296,1,116.25,1,0,4,,1,1,1,1,Bank Withdrawal,1,22499,1,Q3,1,3,0,California,1,1,1,71,0,439.49,0.0,0,1,92614
79,11,33.1,0,Los Angeles,One Year,United States,0,1,Male,1,Fiber Optic,34.030578,-118.399613,1,95.5,0,0,10,Offer E,0,0,1,1,Credit Card,1,58218,0,Q3,1,5,1,California,1,0,1,2,10,66.2,0.0,0,0,90034
58,5,13.03,0,Corcoran,Two Year,United States,0,0,Female,1,DSL,36.04533,-119.532424,0,55.5,0,0,0,,1,1,0,0,Credit Card,1,23506,0,Q3,0,4,0,California,0,0,0,48,0,625.44,0.0,0,1,93212
37,13,24.63,1,Keene,Month-to-Month,United States,0,0,Female,1,Fiber Optic,35.214982,-118.59049,0,85.9,0,0,0,,1,0,1,0,Bank Withdrawal,1,1436,0,Q3,0,3,0,California,1,1,0,15,0,369.45,0.0,0,1,93531
72,30,11.12,1,San Diego,Month-to-Month,United States,0,1,Male,1,Fiber Optic,32.886925,-117.152162,1,92.5,0,0,1,,1,0,1,1,Credit Card,1,74232,1,Q3,1,1,1,California,0,0,1,10,100,111.2,0.0,0,0,92126
29,0,8.39,0,Washington,Two Year,United States,1,0,Female,0,,39.34128,-120.786867,1,19.8,0,2,7,Offer A,0,0,0,1,Credit Card,1,145,0,Q3,1,5,0,California,0,0,0,69,0,578.91,0.0,1,0,95986
22,46,15.18,0,Yountville,Month-to-Month,United States,0,0,Female,1,Fiber Optic,38.421458,-122.365048,0,79.1,0,0,0,,1,0,1,0,Credit Card,1,2873,1,Q3,0,5,0,California,0,0,0,23,0,349.14,0.0,1,1,94599
21,0,39.84,0,Los Angeles,Month-to-Month,United States,0,0,Male,0,,34.048013,-118.293953,0,25.6,1,0,0,,0,0,1,0,Bank Withdrawal,1,62784,0,Q3,0,4,0,California,0,0,0,35,0,1394.4,0.0,1,0,90006
38,7,25.81,0,Los Osos,Month-to-Month,United States,0,0,Female,1,Cable,35.279984,-120.824288,0,54.35,1,0,0,,0,0,1,0,Credit Card,1,14859,1,Q3,0,5,0,California,0,0,0,2,0,51.62,0.0,0,1,93402
